4.699,-4.244,4.208,0.522,-0.263,3.850,2.451,-0.776,-1.785,-0.607
-2.412,-3.224,-0.094,-1.630,1.204,3.511,-4.071,-1.195,-1.742,-2.280
-3.726,4.486,-1.817,2.724,-1.355,3.440,4.955,1.328,-0.365,4.208
3.184,1.279,-4.931,-3.063,-4.167,1.654,0.079,3.112,-3.036,3.247
-0.760,0.589,-1.388,3.225,4.870,2.137,4.677,-0.754,-3.620,-0.585
1.858,2.818,-4.334,-1.646,2.150,0.066,-1.807,0.974,2.622,-2.144
3.780,-2.767,-4.553,2.425,3.583,-1.236,3.229,-2.775,-0.973,0.114
3.312,-2.654,-0.691,1.891,2.637,-0.079,-3.741,2.661,2.640,-2.028
-3.068,-2.243,-4.821,0.718,3.384,4.168,-2.596,0.850,1.571,-3.056
3.382,0.088,-3.886,-1.137,-2.061,2.300,-0.915,4.625,1.020,0.794
4.219,-1.632,-2.936,-1.303,-0.834,-3.740,1.636,4.213,3.821,0.727
-4.925,3.151,-1.270,-2.380,0.010,2.451,1.265,4.794,-0.209,4.168
-4.886,-1.735,3.978,3.219,-3.141,4.062,0.089,-2.285,1.602,3.087
4.076,4.271,-3.817,4.640,-1.203,2.675,-0.101,-4.283,-1.095,-3.645
-2.335,2.149,2.340,-3.258,-3.102,-4.790,2.589,2.771,-2.536,-3.554
0.272,0.475,2.935,2.049,3.686,4.516,0.681,4.055,-1.788,-4.659
0.851,3.095,-2.555,2.895,3.373,-4.187,0.260,0.008,-4.020,0.905
-2.696,-1.910,1.611,1.819,3.757,-0.927,-0.072,3.955,4.709,2.814
-2.804,-3.188,3.245,-1.833,-4.239,-3.601,-2.736,4.033,1.003,2.787
-3.753,-0.011,-0.755,-1.268,0.179,2.406,3.302,-3.209,-4.800,0.578
-0.030,0.499,0.920,-1.701,-1.439,2.725,-3.863,-2.118,2.024,-2.345
-1.931,-0.279,3.932,-3.655,2.997,-4.582,2.122,3.522,-3.972,0.470
1.777,-1.389,-4.996,-3.504,-1.361,3.321,2.270,1.899,4.591,-1.167
-2.873,0.999,3.113,-4.486,-4.181,-0.204,3.002,-3.468,0.372,2.979
2.466,1.237,-2.771,1.446,2.860,-2.056,-3.224,1.532,4.115,0.475
-2.227,0.721,-4.918,1.497,-2.142,-4.705,2.540,4.924,-2.099,1.023
4.048,3.392,-2.059,-2.026,0.348,2.687,-1.038,2.378,-4.989,0.102
0.351,-1.698,-4.355,4.954,-4.974,-0.983,-4.804,2.584,3.468,-2.662
4.382,1.419,1.976,2.465,2.231,-1.921,-0.270,-2.299,-1.636,2.268
-1.262,4.933,-2.148,4.818,3.020,-0.744,-3.793,-0.305,1.916,-1.025
3.219,-2.181,3.602,-2.413,-1.613,-2.241,4.111,-4.108,-4.388,0.472
2.858,1.661,3.077,4.796,1.320,-0.152,-0.251,3.197,-3.410,-3.993
1.297,2.388,-4.321,-2.331,-0.153,-3.312,4.174,1.258,4.910,1.315
2.953,1.605,-4.268,0.537,4.011,2.129,-1.738,-4.750,1.662,3.772
-0.744,-0.279,0.640,0.805,-3.849,-1.618,0.917,-4.950,1.969,-3.270
-4.782,-3.729,-4.001,-4.531,3.119,2.753,-0.757,-2.919,-2.009,-1.163
-3.506,-4.906,-4.758,-0.873,2.495,0.229,-1.412,2.871,-3.680,-3.175
-2.208,-3.009,0.871,-4.854,0.949,-3.455,4.756,4.657,-4.676,-0.724
-0.532,0.689,5.000,1.280,0.596,1.559,3.096,4.207,4.663,-0.962
-4.803,-0.997,-0.631,1.589,-1.345,-0.295,0.971,-1.735,-0.652,1.051
3.497,1.318,4.708,3.017,-0.566,2.983,3.080,-1.320,1.798,4.864
-3.042,-0.872,4.685,-2.671,0.063,0.565,2.867,3.293,0.566,-2.040
-0.769,0.006,-3.098,-1.677,-4.032,-4.316,-2.061,-4.330,-0.958,-0.104
1.426,-4.034,4.974,3.095,0.180,-1.300,-3.570,2.867,-2.374,3.505
-2.472,-3.109,3.966,-2.098,1.473,0.876,2.434,4.147,-1.728,-3.630
-1.619,1.949,-0.469,2.444,-2.932,3.079,-0.368,-4.718,-2.667,-1.743
4.239,4.932,-3.003,2.939,-1.322,2.267,-0.771,3.116,1.111,1.845
4.884,-4.630,1.588,2.664,-0.634,-0.601,-1.492,1.465,4.665,-1.752
2.528,-4.468,-3.656,1.750,-3.955,-3.367,-2.598,0.334,-4.589,-0.586
4.444,-1.497,1.809,-1.931,4.714,2.839,-0.920,0.441,3.558,-2.099
1.196,-1.254,1.356,-2.224,4.445,-0.718,3.556,-1.805,-3.081,2.987
1.297,1.715,-4.277,3.869,-1.016,-4.879,1.396,1.823,-1.026,-2.005
-3.438,-2.382,-2.771,-0.292,-3.073,0.716,2.389,3.262,-2.317,0.234
2.786,2.759,-3.268,-2.645,-0.180,-0.553,-0.714,-3.354,0.922,-4.561
0.717,4.354,-4.592,0.016,-0.659,4.326,4.901,-3.804,3.373,-2.393
-1.718,-0.429,4.707,4.144,3.588,-4.639,-4.249,0.560,1.826,4.733
-4.919,-0.100,2.245,4.820,0.184,-1.591,-1.862,-3.351,-1.945,-2.026
3.708,-3.908,-4.037,4.420,-1.768,-3.424,3.863,0.083,-4.132,-4.934
-2.248,-0.521,1.631,-3.302,-4.183,-2.241,0.920,-1.547,2.837,-1.739
0.384,-1.674,2.985,-4.965,-4.934,0.003,3.597,-2.249,-3.443,-0.764
-1.093,-4.847,-1.507,-4.864,-0.822,2.366,-1.652,4.120,1.128,2.888
-0.210,0.804,-0.494,3.928,-0.079,-1.590,-0.583,-3.027,-1.393,-3.703
1.604,-3.815,2.632,2.912,-1.493,-3.880,2.999,-0.994,0.320,0.956
2.103,0.945,0.277,-0.551,2.472,-2.944,-3.925,2.638,1.725,1.179
-0.619,-2.699,3.032,3.389,0.672,-4.001,-2.777,-2.680,0.710,-0.757
0.570,4.430,3.623,2.191,3.023,0.378,2.812,-3.254,3.422,-4.415
-4.785,-0.027,1.412,4.311,4.869,-2.457,3.997,-1.811,-3.758,4.318
-2.506,2.002,3.659,-1.147,-4.516,2.817,1.006,0.815,0.884,2.222
0.306,4.255,2.116,-2.837,2.192,3.819,2.973,2.162,4.155,-1.771
-3.177,4.213,0.747,-2.680,2.382,-0.839,-4.642,2.006,3.421,-1.495
0.616,3.438,3.149,2.569,-3.979,-4.552,2.756,3.832,-1.823,4.987
-3.817,0.160,-3.793,-1.265,2.286,-0.996,-2.847,0.729,-4.262,4.415
3.024,-2.576,0.953,4.063,-2.409,1.386,2.675,1.308,2.539,-3.839
2.180,0.629,-2.970,2.442,4.276,2.822,-2.918,1.701,-4.309,-4.938
-4.756,1.521,1.586,-0.598,-1.013,-1.752,3.391,3.598,1.085,-2.473
-2.078,-4.320,-2.138,-0.403,2.634,-0.433,2.310,4.465,4.887,1.188
4.141,2.342,-0.211,2.939,-4.424,-1.152,1.018,-4.895,3.104,-2.197
4.844,-0.811,0.155,0.113,-1.044,-2.547,2.343,2.895,-0.963,3.470
-4.366,3.960,4.186,-3.833,-4.251,3.470,-0.848,0.494,0.914,4.799
-1.104,-3.139,-2.851,-0.060,4.567,-0.854,0.168,2.793,0.830,-2.634
-3.639,-4.764,-2.318,1.213,-0.609,-3.688,4.268,-1.789,-3.586,0.906
0.606,3.010,-1.028,-1.985,-1.239,-0.035,-0.165,-1.796,2.263,1.455
-2.685,4.647,-4.175,-0.838,1.260,1.013,2.265,-4.358,-2.469,-2.976
1.577,2.733,-2.038,3.009,1.011,4.848,4.731,0.166,-4.312,1.824
1.020,0.930,-0.594,-2.756,-0.198,0.259,1.491,2.468,-1.708,-2.824
-0.556,0.271,-3.120,-1.644,-0.050,1.601,-0.344,2.010,1.766,-3.699
1.578,-3.556,-2.846,-3.474,-0.710,1.180,2.379,-0.376,3.851,-1.643
-3.018,2.992,1.621,-0.363,1.532,-3.616,-2.959,-3.657,-3.257,0.307
1.822,3.823,1.497,3.114,4.364,-4.688,0.969,4.720,2.338,0.513
1.898,1.899,1.861,-0.079,1.630,1.734,-1.296,4.179,4.037,2.641
-0.090,1.023,0.194,4.218,4.735,-3.015,4.052,0.521,-0.228,1.584
-3.554,4.873,-3.773,2.705,4.629,2.790,2.137,-1.104,-4.529,0.983
-1.058,0.062,1.280,0.691,3.000,4.308,-1.615,-2.563,-3.580,-4.955
-0.659,-2.537,4.426,2.716,2.905,1.685,1.235,-3.642,4.135,-4.271
1.170,0.379,-2.772,1.973,-4.496,-4.768,-2.987,-4.809,-1.427,2.028
-3.869,4.365,-4.548,1.701,3.218,-0.811,1.504,1.267,1.658,-3.669
-4.172,4.662,-3.281,0.578,-4.015,-1.511,-0.233,4.117,1.167,-4.236
-2.177,3.695,-2.040,1.016,-0.859,0.828,4.650,3.369,-0.424,0.419
4.068,-1.406,-2.898,-1.824,-3.795,2.785,-3.976,-3.608,-4.040,3.975
2.484,0.071,-3.309,1.975,-4.412,1.978,-2.457,-3.912,-4.874,-1.087
2.940,2.820,-2.657,-2.103,2.092,4.334,-2.510,2.365,0.306,4.771
1.631,-4.608,4.947,-1.459,1.064,-4.868,-0.775,3.919,-1.240,1.054
3.553,-1.863,4.032,-4.144,2.897,-3.573,1.166,3.965,-4.473,-3.744
-2.988,-3.625,-2.101,2.255,-3.298,-4.984,3.622,-1.797,-2.155,-2.928
-0.026,3.125,1.964,-4.970,-0.699,2.515,-4.137,2.209,1.167,-2.189
-4.681,1.701,3.420,-3.353,-0.774,-4.599,4.467,1.479,-3.049,3.143
-1.637,4.062,0.840,4.405,0.570,-1.821,-0.999,-4.138,3.351,3.037
-3.397,0.411,3.172,2.870,1.139,0.328,-4.267,-2.620,-0.985,1.700
1.221,-0.464,-0.965,2.854,4.090,-1.289,2.843,4.209,0.345,1.739
-1.534,1.165,-0.616,-1.840,2.415,-1.635,-3.604,-3.739,3.862,-4.290
-3.047,-4.925,3.457,3.866,-0.856,1.124,-2.466,4.904,2.785,-4.267
0.006,4.066,-2.111,2.571,-3.490,0.633,-0.916,3.829,3.507,0.215
1.319,3.268,-2.719,3.007,1.354,0.497,2.094,-1.453,-3.104,4.880
-1.145,-4.565,-2.567,4.049,4.741,3.860,-0.326,0.867,-3.061,4.350
4.367,-2.117,3.152,-4.881,3.222,-4.538,-0.389,-0.190,4.117,-1.758
1.420,-3.620,1.478,-4.920,4.860,1.968,-4.162,-2.452,-3.892,3.803
3.867,-1.326,-3.664,3.849,-0.121,-4.620,-1.575,-4.254,3.953,-3.069
-2.304,-1.731,2.919,-2.342,3.697,4.497,2.252,-4.139,-4.789,-4.405
-0.096,3.363,-4.859,0.866,0.178,-4.341,3.749,1.064,-4.535,4.768
4.155,3.047,1.727,-4.976,1.991,-0.385,4.757,-4.870,-0.097,3.816
1.391,-0.973,-0.515,1.315,4.804,-2.040,0.298,-0.911,0.754,-1.826
0.600,-0.380,0.069,-2.599,-0.865,-1.810,1.034,-4.920,-2.394,-4.052
0.073,-1.519,4.427,3.804,-1.771,1.192,-1.117,4.029,-3.718,3.094
2.909,-3.877,2.623,2.894,3.417,-0.181,-2.144,-0.902,2.222,-4.391
-3.716,0.975,4.553,0.763,-3.413,-4.304,-4.155,-4.985,-3.595,0.509
-3.463,-3.855,0.742,3.226,-1.535,-3.423,-0.751,4.586,-3.239,0.685
4.634,1.740,4.280,-2.262,-0.148,0.791,-0.625,-3.878,-0.089,0.105
1.823,0.188,3.605,0.479,-0.694,2.326,-1.054,-4.859,-0.156,-4.316
-3.504,-1.819,-0.407,-3.284,4.483,-2.610,-1.481,-0.303,1.459,2.177
-3.854,2.933,4.002,2.083,-1.033,4.551,-0.225,4.037,-3.817,-4.122
-3.564,0.209,-1.619,-0.990,-3.291,1.105,-1.035,-3.684,-0.671,-0.472
2.358,4.457,4.677,-2.388,2.275,1.452,1.728,-2.257,-4.157,2.969
-4.855,2.495,-3.278,4.934,-3.597,-0.161,-4.415,-2.681,-0.005,-3.995
